,id,dimension,nombre,regimen,localidad,capacidad,geometry,r1_caminable,r1_bicicleta,r1_transporte
405,46010905,educacion,CENTRE PRIVAT SALESIANOS SAN ANTONIO ABAD,PRIV. CONC.,VALÈNCIA,100.0,POINT (725833.056096123 4374619.173658631),0.003338953194980288,0.0038136025894126226,0.000962902596819231
406,46010930,educacion,CENTRE PRIVAT SAGRADA FAMILIA,PRIV. CONC.,VALÈNCIA,50.0,POINT (727282.4030247933 4374513.49143661),0.022973291232625846,0.0020786247252182134,0.008275550130864107
407,46011028,educacion,CENTRE PRIVAT CLARET,PRIV. CONC.,VALÈNCIA,24.0,POINT (726892.7267565028 4373819.473357722),0.009500112641313944,0.0012566767279429687,0.0013527430446246742
408,46011065,educacion,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,PRIV. CONC.,VALÈNCIA,74.0,POINT (726672.980440905 4372932.586233227),0.027917707335942094,0.004508868145768469,0.0033199340404702713
409,46011077,educacion,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-,PRIV. CONC.,VALÈNCIA,50.0,POINT (726523.4949652418 4373000.871371113),0.21000147677084433,0.0019470639540835244,0.001121700263639471
410,46011089,educacion,CENTRE PRIVAT GUADALAVIAR,PRIV. CONC.,VALÈNCIA,50.0,POINT (727493.1986359812 4372902.303754166),0.0007752015906048102,0.0006319189234552141,0.0012638045865332838
411,46011107,educacion,CENTRE PRIVAT PÍO XII,PRIV. CONC.,VALÈNCIA,66.0,POINT (726075.6127073272 4373428.510017672),0.001830519504334539,0.0053781796854675155,0.004166765214557222
412,46011119,educacion,CENTRE PRIVAT NUESTRA SEÑORA DEL PILAR,PRIV. CONC.,VALÈNCIA,76.0,POINT (727500.5396053971 4372998.286517556),0.002772670845470668,0.0016913603966066304,0.002751189174211011
413,46011181,educacion,CEIP BENIMACLET,PÚB.,VALÈNCIA,40.0,POINT (727390.1011006674 4374132.140184445),0.019113368856366136,0.0022359776039916914,0.0012781351173455514
414,46011223,educacion,CENTRE PRIVAT ENGEBA,PRIV. CONC.,VALÈNCIA,24.0,POINT (727755.5663242801 4371976.115387055),0.002586236861067761,0.0018932290235732117,0.0009993921200967563
415,46011314,educacion,CENTRE PRIVAT LA PURÍSIMA,PRIV. CONC.,VALÈNCIA,15.0,POINT (729353.1286744433 4371420.183662937),0.0024836957793416166,0.0006849385672349607,0.0014092721408380594
416,46011387,educacion,CENTRE PRIVAT ESCUELAS PÍAS-MALVARROSA,PRIV. CONC.,VALÈNCIA,40.0,POINT (729686.6704142479 4373647.859772872),0.0925941695698141,0.0022320436584092034,0.002382109334743758
417,46011478,educacion,CENTRE PRIVAT PUREZA DE MARÍA,PRIV. CONC.,VALÈNCIA,52.0,POINT (729483.2001300638 4371866.992158838),0.010233993394690345,0.003125037574159921,0.0015960883187948382
418,46011481,educacion,CENTRE PRIVAT CHINER VILLARROYA,PRIV. CONC.,VALÈNCIA,16.0,POINT (729384.9058183157 4372668.117122146),0.0059347876298760415,0.0013342901760940318,0.00020579582783283775
419,46011491,educacion,CENTRE PRIVAT TRAFALGAR,PRIV. CONC.,VALÈNCIA,50.0,POINT (728600.9426523852 4371359.630998903),0,0.002781575097736954,0.00488477625678025
420,46011508,educacion,CENTRE PRIVAT SANTA ANA,PRIV. CONC.,VALÈNCIA,74.0,POINT (727563.7545065021 4371951.148709079),0.0024173297308412913,0.001511103101323836,0.0026538882150160966
421,46011511,educacion,CENTRE PRIVAT LA ANUNCIACIÓN,PRIV. CONC.,VALÈNCIA,74.0,POINT (728395.6707879204 4371644.770667959),0.0013416986889210113,0.001145345637270579,0.0034188479434701814
422,46011533,educacion,CEIP MALVA-ROSA,PÚB.,VALÈNCIA,4.0,POINT (729746.0693057375 4373595.848610014),0.0029988854929839577,0.003019351010105265,0.00013611122757358244
423,46011569,educacion,CEIP PROFESOR SANTIAGO GRISOLIA,PÚB.,VALÈNCIA,38.0,POINT (728674.2010533665 4372276.921223392),0.0012745547519701142,0.011786782779989862,0.002235320222062975
424,46011570,educacion,CEIP EL GRAU,PÚB.,VALÈNCIA,17.0,POINT (728731.8201941894 4371091.964704551),0.00041870615086375695,0.00010484605340833811,0.011303421045687828
425,46011612,educacion,CENTRE PRIVAT AVE MARÍA DE PEÑARROCHA,PRIV. CONC.,VALÈNCIA,50.0,POINT (727684.5080267543 4371235.1094836965),0.0007596769113946394,0.0002841328128606183,0.0031861919979305616
426,46011624,educacion,CENTRE PRIVAT SANTIAGO APÓSTOL CABANYAL,PRIV. CONC.,VALÈNCIA,14.0,POINT (729681.057898243 4372797.658518089),0.0007085291149478132,0.0033854537214897647,0.0002490032068100532
427,46011661,educacion,CENTRE PRIVAT NUESTRA SEÑORA DE LOS DESAMPARADOS,PRIV. CONC.,VALÈNCIA,16.0,POINT (729475.3934054689 4370039.047298627),0.001465504964528579,0.001645927643250478,0.0006764838028474432
428,46011697,educacion,CENTRE PRIVAT SANTA MAGDALENA SOFÍA,PRIV. CONC.,VALÈNCIA,22.0,POINT (728923.0242920797 4369732.304443653),0.014295186469438642,0.01404870016107483,0.08302005434522298
429,46011776,educacion,CENTRE PRIVAT SOM ESCOLA,PRIV. CONC.,VALÈNCIA,19.0,POINT (723125.4895402344 4372302.116914784),0.0016742291990759703,0.003062823325718316,0.0004691928062646804
430,46011791,educacion,CENTRE PRIVAT SANTA CRUZ,PRIV. CONC.,MISLATA,18.0,POINT (722609.1251300018 4372341.3661001865),0.0017968089095744644,0.019214287778130196,0.0005299654433948166
431,46011818,educacion,CENTRE PRIVAT SALGUI,PRIV. CONC.,VALÈNCIA,22.0,POINT (724488.7256478847 4369395.249613085),0.004189482669545494,0.0029744685596164427,0.00396259207100318
432,46011831,educacion,CEIP IVAF-LUIS FORTICH,PÚB.,VALÈNCIA,16.0,POINT (724029.4881270615 4370341.826815721),0.0010346098839456427,0.0009104606283914799,0.00310805328768081
433,46011867,educacion,CENTRE PRIVAT SANTA MARÍA,PRIV. CONC.,VALÈNCIA,48.0,POINT (723107.7588947406 4371739.692326503),0.022392173727395773,0.004003403155199765,0.0010957113447702847
434,46011879,educacion,CENTRE PRIVAT PUREZA DE MARÍA,PRIV. CONC.,VALÈNCIA,75.0,POINT (722829.721910189 4372146.62764487),0.001575493677083444,0.0012722856085947594,0.001929447214239217
435,46011892,educacion,CENTRE PRIVAT CLARET FUENSANTA,PRIV. CONC.,VALÈNCIA,21.0,POINT (722909.0025783351 4371623.545155477),0.015378465643256302,0.0006090685807153423,0.0021229702663719094
436,46011910,educacion,CENTRE PRIVAT SAN MARCELINO,PRIV. CONC.,VALÈNCIA,21.0,POINT (724468.6941449539 4369230.249251819),0.0079297413606187,0.0006319003013030636,0.0042339174429504335
437,46011922,educacion,CENTRE PRIVAT JESÚS MARÍA-FUENSANTA,PRIV. CONC.,VALÈNCIA,20.0,POINT (722832.6641535141 4371547.250164614),0.0020621281838986596,0.0014234098314394555,0.0014628748533802786
438,46011961,educacion,CENTRE PRIVAT NIÑO JESÚS,PRIV. CONC.,VALÈNCIA,45.0,POINT (723378.9519441405 4374356.6726236865),0.003963589411512852,0.003422257968390235,0.052448458587790965
439,46011971,educacion,CENTRE PRIVAT MARJO,PRIV. CONC.,VALÈNCIA,15.0,POINT (724136.6986146586 4374740.965115619),0.0030715978966011836,0.0027466336924581057,0.0003211207819561603
440,46012011,educacion,CENTRE PRIVAT SAGRADA FAMILIA,PRIV. CONC.,VALÈNCIA,46.0,POINT (723389.7085769328 4374174.787416435),0.004345293773654841,0.004173678370409113,0.038851762543929275
441,46012021,educacion,CENTRE PRIVAT MARNI,PRIV. CONC.,VALÈNCIA,93.0,POINT (726282.1327087756 4375146.447328648),0.010139551087836455,0.002399264005456121,0.0028391279698601803
442,46012070,educacion,CENTRE PRIVAT SAN ROQUE,PRIV. CONC.,VALÈNCIA,47.0,POINT (724392.2391973273 4374510.06688482),0.0010868664208135467,0.0024085156745847114,0.0008616394633598752
443,46012094,educacion,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),PRIV. CONC.,VALÈNCIA,111.0,POINT (723793.1059855443 4374040.234679095),0.006485127903468649,0.002313385542154291,0.0026200888901205554
444,46012136,educacion,CEIP SANTA TERESA,PÚB.,VALÈNCIA,23.0,POINT (725226.5548622841 4373186.0236462895),0.002002372953883382,0.0016334395251126556,0.0011053566454512702
445,46012151,educacion,CEIP SAN JUAN DE RIBERA,PÚB.,VALÈNCIA,25.0,POINT (725896.2639311788 4371816.813142642),0.011191469351323553,0.0001599657436549888,0.0008157030539201912
446,46012197,educacion,CEIP JAIME BALMES,PÚB.,VALÈNCIA,41.0,POINT (726276.7251431997 4371252.763038815),0.011904894650962667,0.0016501881442258796,0.0004096136869270702
447,46012227,educacion,CEIP MONTOLIVET,PÚB.,VALÈNCIA,40.0,POINT (727101.4088257179 4371172.896129573),0.001841267746015587,0.004967024047215322,0.002219185278304238
448,46012240,educacion,CEIP JESÚS,PÚB.,VALÈNCIA,20.0,POINT (724569.9918444754 4370847.95053628),0.0014997566593588903,0.0032264112932911975,0.00032160049562717804
449,46012252,educacion,CEIP SANTO ÁNGEL DE LA GUARDA,PÚB.,VALÈNCIA,16.0,POINT (724221.3487839741 4370041.973625775),0.003822670407401757,0.0017844540800670348,0.0003358161724645877
450,46012306,educacion,CEIP LUIS VIVES,PÚB.,VALÈNCIA,23.0,POINT (724968.8787554881 4372008.693067045),0.0033181767855913155,0.0019284973568052517,0.00018941600312771643
451,46012321,educacion,CEIP SECTOR AÉREO,PÚB.,VALÈNCIA,20.0,POINT (723673.1082718194 4371860.530169896),0.003918857436374928,0.0020516755848865235,0.0005046792082454797
452,46012343,educacion,CEIP CERVANTES,PÚB.,VALÈNCIA,46.0,POINT (725002.5412157791 4372990.205011466),0.004037026489058113,0.00041021988423119664,0.0007521999472183652
453,46012355,educacion,CEIP GASPAR GIL POLO,PÚB.,VALÈNCIA,19.0,POINT (723439.914617857 4371852.0249665),0.0017361249032008111,0.0033846915445392735,0.002493476246087664
454,46012367,educacion,CEIP TEODORO LLORENTE,PÚB.,VALÈNCIA,46.0,POINT (724606.618446022 4372213.820428556),0.005882417899015586,0.0012681106350510443,0.0003873565883241386
455,46012392,educacion,CEIP DOCTOR OLÓRIZ,PÚB.,VALÈNCIA,20.0,POINT (725291.2263786889 4373815.933727389),0.0021662150456129617,0.0007689460059592558,0.005032799285749902
456,46012446,educacion,CEIP TORREFIEL,PÚB.,VALÈNCIA,40.0,POINT (725457.6427551395 4375033.62284028),0.03267387183878602,0.0029457350418668317,0.0005826322132598457
457,46012458,educacion,CEIP MIGUEL HERNÁNDEZ,PÚB.,VALÈNCIA,22.0,POINT (726422.3882296388 4374989.123040342),0.010315032995871524,0.003219399884387896,0.0011014508457996984
458,46012471,educacion,CEIP SAN FERNANDO,PÚB.,VALÈNCIA,13.0,POINT (726333.9320871795 4373975.100905979),0.002249321949058382,0.0021778838812579076,0.00033568968550362356
459,46012525,educacion,CEP PRIMER MARQUÉS DEL TURIA,PÚB.,VALÈNCIA,22.0,POINT (726906.5913044572 4372543.805204087),0.00039331804892361985,0.0003832378251433464,0.0013603989531310071
460,46012537,educacion,CEIP AUSIÀS MARCH,PÚB.,VALÈNCIA,6.0,POINT (729529.8055342531 4370130.093656986),0.007610475217525791,0.003527384122828602,0.0002991050485173318
461,46012586,educacion,CEIP BALLESTER FANDOS,PÚB.,VALÈNCIA,8.0,POINT (729806.6515946744 4373382.109442822),0.0031250377020832095,0.007181820460776462,0.00018085452823643171
462,46012598,educacion,CEIP NUESTRA SEÑORA DEL CARMEN,PÚB.,VALÈNCIA,9.0,POINT (729161.9823803008 4372781.508226),0.00198820147119967,0.0002207528886020888,0.00036022124181271897
463,46012604,educacion,CEIP LES ARENES,PÚB.,VALÈNCIA,14.0,POINT (729918.6204854196 4372014.220440545),0.008573519019377708,0.022516880200942096,0.0002257918421990445
464,46012616,educacion,CEIP JAUME I,PÚB.,VALÈNCIA,11.0,POINT (728677.4132305152 4371841.282410395),0.0008383203529453443,0,0.0003762669153235617
465,46012628,educacion,CEIP SAN JOSÉ DE CALASANZ,PÚB.,VALÈNCIA,10.0,POINT (729240.9739144085 4371068.788261528),0.003088013910611918,0.02261932735054672,0.000910266673973681
466,46012631,educacion,CEIP SAN PEDRO,PÚB.,VALÈNCIA,14.0,POINT (729048.0762615268 4372181.197479138),0.000311040034892997,0.002722601262981819,0.000742481484140598
467,46012641,educacion,CEIP CAVITE-ISLA DE HIERRO,PÚB.,VALÈNCIA,25.0,POINT (729899.6283110641 4372935.685904142),0.00287454091355793,0.013245225673708607,0.0008049086381471302
468,46012689,educacion,CEIP FORN D'ALCEDO,PÚB.,HORNO DE ALCEDO,16.0,POINT (726049.4283802704 4368050.879948171),0.010416778543457763,0.0026229833935126298,0.022222373120653643
469,46012732,educacion,CEIP LES ARTS,PÚB.,VALÈNCIA,42.0,POINT (727011.8849915648 4370136.285958119),0.001394442202245999,0.003120696124497096,0.2048795440824947
470,46012768,educacion,CEIP PADRE MANJÓN,PÚB.,VALÈNCIA,5.0,POINT (724298.451062168 4368150.038595773),0.007268824643424368,0.0004360895582515899,0.0017618186006227758
471,46012771,educacion,CEIP RODRÍGUEZ FORNOS,PÚB.,VALÈNCIA,71.0,POINT (723943.3676674035 4371125.666922976),0.0006985742945265601,0.0003172377394460041,0.006421951093968253
472,46012811,educacion,CEIP SALVADOR TUSET,PÚB.,VALÈNCIA,36.0,POINT (724348.9874035127 4374553.029617054),0.003851732569335312,0.0035461635274950816,0.0006531778168435926
473,46012823,educacion,CEIP CIUTAT ARTISTA FALLER,PÚB.,VALÈNCIA,17.0,POINT (724139.9288719668 4375473.624227038),0.0005588878175134454,0.0009305547496433196,0.004476102422797242
474,46012938,educacion,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,PRIV. CONC.,VALÈNCIA,19.0,POINT (726313.9447100165 4371544.146922004),0.0020753717221782698,0.00032017580191523904,0.0002549806173060286
475,46013074,educacion,CENTRE PRIVAT HOGAR NUESTRA SEÑORA DEL ROSARIO,PRIV. CONC.,VALÈNCIA,37.0,POINT (729478.8444208081 4371795.980957801),0.009311093799166571,0.008256401805362502,0.0015694762990767358
476,46013116,educacion,CENTRE PRIVAT SALESIANOS-SAN JUAN BOSCO,PRIV. CONC.,VALÈNCIA,99.0,POINT (726274.4962114062 4370411.581743241),0.029586296214226995,0.13770679013914916,0.0035761406323956122
477,46013426,educacion,CEIP RAQUEL PAYA,PÚB.,VALÈNCIA,9.0,POINT (723444.1191383438 4371765.936946782),0.0027741057956393975,0.0073261131668088154,0.001216565612473594
478,46013438,educacion,CEIP ALMUDENA MUÑOZ,PÚB.,VALÈNCIA,11.0,POINT (726999.1121979139 4370604.855652955),0.0008171691224596292,0.0022452082937572176,0.0004887678238535911
479,46013441,educacion,CEIP FAUSTO MARTÍNEZ,PÚB.,VALÈNCIA,18.0,POINT (724681.6025237546 4369436.274708772),0.0006925278255153396,0.0010548650651149075,0.0035658084859159227
480,46013451,educacion,CEIP JOSÉ SOTO MICÓ,PÚB.,VALÈNCIA,48.0,POINT (724537.910048017 4370028.804656681),0.9091137687228447,0.0015053004859116176,0.002064550781720939
481,46013463,educacion,CEIP SARA FERNÁNDEZ,PÚB.,VALÈNCIA,17.0,POINT (724446.4857108591 4369527.340927836),0.0004866243793732385,0.004490018163877971,0.0015965742190668312
482,46013475,educacion,CEIP 8 DE MARÇ,PÚB.,VALÈNCIA,50.0,POINT (724027.4381540613 4371604.582533855),0.004619609331085404,0.003108053441309641,0.0016137618227280263
483,46013487,educacion,CEIP VICENTE BLASCO IBÁÑEZ,PÚB.,VALÈNCIA,18.0,POINT (730028.1372665935 4373427.12536229),0.0018656940936563446,0.027985650325954636,0.0008023303108845961
484,46013499,educacion,CEIP DOCTOR BARCIA GOYANES,PÚB.,VALÈNCIA,23.0,POINT (723998.9369367186 4372206.22679249),0.004884584455596216,0.0019337272463888198,0.0010023252941293618
485,46013505,educacion,CEIP VIVERS,PÚB.,VALÈNCIA,23.0,POINT (726385.811600412 4373749.4223417835),0.0022478246591941687,0.008975201190073934,0.0016813128492736832
486,46013517,educacion,CEIP LA FONTETA,PÚB.,VALÈNCIA,16.0,POINT (726737.9584602593 4369418.580299774),0.013605567975125953,0.011721734000670945,0.009627058618223728
491,46013980,educacion,CENTRE PRIVAT SAN FRANCISCO Y SANTO DOMINGO,PRIV. CONC.,VILAMARXANT,22.0,POINT (704278.5817925942 4382587.069670485),0.002994452295572535,0.015873270908257204,0.0017439769511684894
492,46014017,educacion,CEIP HORTA MAJOR,PÚB.,VILAMARXANT,40.0,POINT (704163.8723806072 4382844.957560499),0.005128278069969806,0.06315889770876908,0.0041391240379282795
498,46014108,educacion,CEIP JOSÉ BLAT GIMENO,PÚB.,VINALESA,7.0,POINT (725972.2057200756 4379908.170550906),0.2333386166373231,0.028834737317873133,0.005147132907849954
500,46014170,educacion,CENTRE PRIVAT SANTA TERESA DE JESÚS,PRIV. CONC.,MONTE VEDAT,71.0,POINT (716614.0167103774 4367322.369043153),0.006088991395413358,0.00251719288461306,0.01815877842925032
501,46014200,educacion,CEIP JOAN FUSTER,PÚB.,MANISES,29.0,POINT (718986.0411855537 4373873.361053261),0.0046719128621355846,0.007548046521408412,0.0008329199746546807
502,46014212,educacion,CENTRE PRIVAT ARGOS,PRIV. CONC.,VALÈNCIA,50.0,POINT (723644.4551904437 4375219.659097103),0.004356282264177999,0.0008564329143145079,0.006804710527472933
503,46014315,educacion,CEIP JAIME I EL CONQUISTADOR,PÚB.,PATERNA,15.0,POINT (720429.3798625022 4376390.664435932),0.022732143057815634,0.5357403216422674,0.05208416183753209
504,46014364,educacion,CEIP VILA D'ALAQUÀS,PÚB.,ALAQUÀS,19.0,POINT (718340.7578172823 4370611.330910656),0.03571454615007236,0.0018857244621912437,0.00016709168173962497
505,46014844,educacion,CEIP EL POUET-NUESTRA SEÑORA DE LOS DESAMPARADOS,PÚB.,BURJASSOT,8.0,POINT (723246.5390478207 4376034.60800216),0.0017501051050559683,0.0017367321571550743,0.00030010364072193874
506,46014856,educacion,CEIP NICOLAU PRIMITIU GÓMEZ SERRANO,PÚB.,VALÈNCIA,9.0,POINT (723416.6556556874 4370424.348783127),0.0026676696202761804,0.0014134919708446237,0.0013146612938210866
507,46014868,educacion,CEIP 9 D'OCTUBRE,PÚB.,VALÈNCIA,22.0,POINT (723800.112188163 4372602.978001521),0.004707785015537208,0.00043143674840291423,0.0005258213460501799
508,46014871,educacion,CEIP TRULLÁS,PÚB.,BENIFAIÓ,34.0,POINT (721989.2933724361 4350887.59755647),0.0009916959791037652,0.0004096489855425001,0.004675544043272464
510,46014901,educacion,CEIP MAESTRO SERRANO - MARÍA MOLINER,PÚB.,MISLATA,26.0,POINT (721922.3245872158 4372334.327661555),0.2583380459822446,0.006659146630160404,0.006069177880156337
511,46014911,educacion,CEIP LUIS VIVES,PÚB.,SILLA,13.0,POINT (723227.2477259386 4360097.36568388),0.01291808048390935,0.001951233659430261,0.0008352724160056533
513,46014959,educacion,CEIP JOSÉ MARÍA OLTRA,PÚB.,MONCADA,18.0,POINT (723889.4984609192 4380931.751241596),0.00046948712290909337,0.015815325458783076,0.0012465524179530456
514,46014984,educacion,CEIP ERES ALTES,PÚB.,RIBA-ROJA DE TÚRIA,24.0,POINT (709329.4482621569 4380360.508801009),0.003703729767017202,0.028060152072471423,0.0067454481079464845
515,46015022,educacion,CEIP VICENTE BLASCO IBÁÑEZ,PÚB.,ALGINET,37.0,POINT (718201.6327560715 4348374.307331533),0.000969454900288317,0.006083727122636219,0.002077050480238012
516,46015058,educacion,CEIP PINEDO,PÚB.,PINEDO,44.0,POINT (729376.4101837634 4367009.424848475),0.23636840574173337,0.26000453469727525,0.008856818921081326
517,46015061,educacion,CEIP VICENTE BLASCO IBÁÑEZ,PÚB.,ALDAIA,28.0,POINT (718434.0154802948 4372227.641088737),0.009873781951105323,0.002466282257452183,0.0012826600221031365
518,46015071,educacion,CEIP PLATERO Y YO,PÚB.,ALDAIA,47.0,POINT (718634.8819427567 4371394.580561093),0.004174743043201683,0.0016214617378321075,0.0008605881879615904
520,46015149,educacion,CEIP LLUÍS VIVES,PÚB.,PAIPORTA,5.0,POINT (721690.2333855797 4367456.066258198),0.003625419717517389,0.002565715569186638,0.00011204608680419911
521,46015186,educacion,CEIP CAMPANAR,PÚB.,VALÈNCIA,42.0,POINT (723970.8651085517 4373570.108230623),0.0047945644507196,0.0005201621036557174,0.0014781098354020587
525,46015472,educacion,CEIP JAUME I,PÚB.,PUÇOL,34.0,POINT (730671.7437312752 4388583.821961086),0.018282809873523972,0.000196978484324601,0.0037330167509129234
526,46015502,educacion,CEIP PINTOR TEODORO ANDREU,PÚB.,ALZIRA,20.0,POINT (722537.0782142653 4337099.42389112),0.026479341773112952,0.014361498772713562,0
527,46015514,educacion,CEIP LA FILA,PÚB.,ALFAFAR,31.0,POINT (724823.6719031504 4366429.383499003),0.004984501104369007,0.001914355359812391,0.0014566496445088102
528,46015563,educacion,CEIP REI EN JAUME,PÚB.,XIRIVELLA,36.0,POINT (721075.8268681766 4371955.632179541),0.020000268813039727,0.007418478082860744,0.0007903541567762277
529,46015599,educacion,CEIP EL CRIST,PÚB.,MELIANA,8.0,POINT (728470.4876768138 4378659.291462537),0.3000037361725075,0.021089966944937824,0.004535197840615581
530,46015605,educacion,CEIP EL CID,PÚB.,MISLATA,29.0,POINT (721867.341384303 4372236.879751023),0.008719593397947605,0.008355444134872271,0.0037199191633105286
531,46015617,educacion,CEIP DOCTOR VICENTE TRENCO,PÚB.,MONCADA,20.0,POINT (723096.1429565244 4380429.091003031),0.08649870742758259,0.00011204608680419911,0.0018099759701539833
533,46015630,educacion,CEIP JAUME I,PÚB.,PAIPORTA,19.0,POINT (722476.1151907126 4366507.165828985),0.00040584881658328216,0.0048463994890099605,0.015815325458783076
534,46015642,educacion,CEIP AUSIÀS MARCH,PÚB.,PICANYA,38.0,POINT (720329.0212413255 4368268.3608639),0.017241567424779666,4.583413366717142,0.0024836847011125963
535,46015666,educacion,CEIP VICTORIA Y JOAQUIN RODRIGO,PÚB.,PUERTO SAGUNTO (EL),39.0,POINT (737089.7493541093 4394206.653203538),0.01178974367144198,0.00037537888287949114,0.0070922912671406565
536,46015678,educacion,CEIP REIS CATÒLICS,PÚB.,SILLA,33.0,POINT (723252.8270575997 4360768.428469515),0.0018604829852579292,0.0008399012995886217,0.0026934728762376707
538,46015691,educacion,CEIP LLUÍS DE SANTÀNGEL,PÚB.,SALER (EL),43.0,POINT (729895.2244956235 4362592.344032472),0.0007770846263288261,0.47778551226717736,0
