,id,dimension,nombre,regimen,localidad,capacidad,geometry,r1_caminable,r1_bicicleta,r1_transporte
539,46015782,educacion,CEIP ANGELINA CARNICER,PÚB.,VALÈNCIA,20.0,POINT (727842.9825325708 4372221.658781769),0.004010742119653881,0.000297025386001242,0.0006185541780075171
540,46015800,educacion,CEIP RAFAEL MATEU CÁMARA,PÚB.,VALÈNCIA,25.0,POINT (725507.6861132908 4370518.999082504),0.0018811281861803794,0.01225309300236684,0.004329838388421651
541,46015851,educacion,CENTRE PRIVAT CONCHA ESPINA II,PRIV. CONC.,VALÈNCIA,48.0,POINT (724998.3471742618 4370367.551751035),0.0018807111412454264,0.012682588128000683,0.0020266327511856337
542,46015873,educacion,CEIP TOMÁS DE VILLARROYA,PÚB.,VALÈNCIA,7.0,POINT (724290.2603151223 4369883.879050324),0.002401783087702002,0.00473278100870166,0.00018071882989480103
543,46015885,educacion,CEIP PARE CATALÀ,PÚB.,VALÈNCIA,8.0,POINT (727448.3576720706 4373863.325177211),0.001535103215161209,0.0010866336577541487,0.0004945374421079297
544,46015927,educacion,CEIP AUSIÀS MARCH,PÚB.,ALBORAIA,19.0,POINT (727526.3096080985 4375484.663514736),1.0833422407452444,0.33333994343418266,0.001552811444077907
545,46016051,educacion,CEIP ANTONIO GARCÍA LÓPEZ,PÚB.,VALÈNCIA,16.0,POINT (728334.1363822888 4372108.130782366),0.0021885713054957926,0.00044843591740064456,0.00040884709024804346
546,46016063,educacion,CENTRE PRIVAT VIRGEN AL PIE DE LA CRUZ,PRIV. CONC.,PUÇOL,24.0,POINT (730679.5416958326 4388969.257619191),0.008607121364216548,0.04371666277676155,0.002791383500721946
547,46016105,educacion,CEIP FERNANDO DE LOS RIOS,PÚB.,VALÈNCIA,23.0,POINT (725759.3109241835 4370366.343818731),0.003720281514054749,0.0001707963529922139,0.0009885028863449218
548,46016117,educacion,CEIP MAESTRO SANCHIS ALMIÑANO,PÚB.,ALAQUÀS,38.0,POINT (718348.2310335527 4370092.200425925),0.013670297211257844,0.001723167824273766,0.0026989243517857122
549,46016129,educacion,CEIP MARIANO BENLLIURE,PÚB.,ALDAIA,21.0,POINT (717769.518508438 4371056.94601075),0.0020046710063025977,0.0016439958191880534,0.0005004401382334903
551,46016181,educacion,CEIP AUSIÀS MARCH,PÚB.,SAGUNT,38.0,POINT (733593.1341462951 4396335.786535414),0.001255438145642601,0.010979863404286172,0.014361498772713562
552,46016403,educacion,CEIP RAFAEL ALTAMIRA,PÚB.,VALÈNCIA,15.0,POINT (722504.3832085273 4371863.09927741),0.011445088352038701,0.0007352018891685362,0.0013280475460993504
553,46016439,educacion,CENTRE PRIVAT NUESTRA SEÑORA DEL ROSARIO,PRIV. CONC.,PATERNA,46.0,POINT (720264.4423645957 4378278.202546574),0.040632482336484296,0.034368559780188,0.05411886752573133
554,46016452,educacion,CEIP PROFESOR BARTOLOMÉ COSSIO,PÚB.,VALÈNCIA,18.0,POINT (725882.2542411286 4374735.594799576),0.00032543393379193595,0.0009796481749073341,0.00016451203554544746
557,46016518,educacion,CEIP FERNANDO DE LOS RÍOS,PÚB.,BURJASSOT,19.0,POINT (721699.78048516 4376959.32100892),0.005483451457186624,0.16008904331311197,0.0055073288467023685
558,46016521,educacion,CEIP LA CONSTITUCIÓN,PÚB.,QUART DE POBLET,20.0,POINT (720655.092147382 4373171.869714973),0.014222527823418464,0.0006862303477694964,0.004474341002236397
560,46016543,educacion,CEIP FRANCISCO MARTÍNEZ CULLA,PÚB.,CHIVA,8.0,POINT (695900.6604206061 4371977.467969798),0.01538485924095957,0.013636526952502887,0.0006862303477694964
561,46016555,educacion,CEIP JUAN MANUEL MONTOYA,PÚB.,VALÈNCIA,5.0,POINT (729354.0993395918 4369515.398864115),0.0004861972010579897,0.00048648094679407377,0.00021264207475554274
562,46016567,educacion,CEIP VILAMAR,PÚB.,PUERTO SAGUNTO (EL),47.0,POINT (738896.2345445403 4394453.427768831),0.011325201734763615,0.0031198041630698223,0.00972090875366634
563,46016579,educacion,CEIP MIGUEL HERNÁNDEZ,PÚB.,TORRENT,43.0,POINT (717038.0468299324 4367679.809217956),0.002876602469579135,0.0011386874866824406,0.0029240201474773756
564,46016580,educacion,CEIP FRANCISCO GINER DE LOS RÍOS,PÚB.,VALÈNCIA,44.0,POINT (723518.6500021975 4372892.474710563),0.0010610233149723973,0.0008303286161210787,0.01715426614363475
565,46016609,educacion,CEIP AUSIÀS MARCH,PÚB.,PATERNA,25.0,POINT (720303.463101619 4376167.6713597),0.03431431023605755,0.022732143057815634,0.001502610235974001
567,46016658,educacion,CENTRE PRIVAT VILAVELLA,PRIV. CONC.,VALÈNCIA,25.0,POINT (724249.754071778 4373196.898673045),0.0015226368366164011,0.004083523136652564,0.0015979863573102383
569,46016750,educacion,CEIP SANCHIS GUARNER,PÚB.,PATERNA,4.0,POINT (718928.6856670023 4376162.758582115),0.01395365846900959,0.017544046533389326,0.000705480033374846
571,46016798,educacion,CEIP ANTONIO MACHADO,PÚB.,XIRIVELLA,17.0,POINT (720995.3409533969 4371701.268649283),0.05915575353323252,0.009763079339630663,0.00026635666340154044
572,46016804,educacion,CEIP MAS DE ESCOTO,PÚB.,RIBA-ROJA DE TÚRIA,19.0,POINT (707783.7285186846 4380645.035427014),0.006797031668511231,0,0.08636435250270398
573,46016816,educacion,CEP REI EN JAUME,PÚB.,TAVERNES BLANQUES,19.0,POINT (726785.2058693409 4375946.636817354),0.007521239399771346,0.001443912731219025,0.007285417747418719
574,46017109,educacion,CENTRE PRIVAT LES CAROLINES,PRIV. CONC.,PICASSENT,48.0,POINT (716332.4713312581 4362691.674666214),0.005035300128438727,0.0027286864629339014,0.11650611935593348
575,46017213,educacion,CEIP VICENTE GAOS,PÚB.,VALÈNCIA,8.0,POINT (728033.3894286111 4373130.719864895),0.004211677316633149,0.004975192615730057,0.0005184098933819196
576,46017225,educacion,CEIP CARLES SALVADOR,PÚB.,VALÈNCIA,25.0,POINT (726749.0030648626 4374214.773051017),0.00019944351686657558,0.008425831516701543,0.0017016321760447714
577,46017237,educacion,CEIP ANTONIO MACHADO,PÚB.,VALÈNCIA,16.0,POINT (725779.8086759334 4375335.087903971),0.0016494463280859121,0.00451226866125012,0.0003468140989181017
578,46017249,educacion,CEIP PROFESOR LUIS BRAILLE,PÚB.,VALÈNCIA,45.0,POINT (725308.6376693025 4374421.695542137),0.0012471822715267786,0.0006905577635086875,0.001011983289037012
579,46017286,educacion,CENTRE PRIVAT LA MASIA,PRIV. CONC.,MUSEROS,23.0,POINT (728047.8046520435 4382395.247345276),0.0005338514426200017,0.00025933080720088166,0.021415695579030735
580,46017298,educacion,CENTRE PRIVAT SANTA MARÍA DEL PUIG,PRIV.,PUIG DE SANTA MARIA [EL],9.0,POINT (731635.6489830292 4385435.764056478),0.0009558292867024311,0.0037330167509129234,0.00032960329578889515
581,46017304,educacion,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,PRIV. CONC.,VALÈNCIA,34.0,POINT (724987.7100558836 4374271.1595516885),0.015045517722496115,0.003574248012889166,0.001019995738943595
582,46017390,educacion,CEIP SAN CARLOS BORROMEO,PÚB.,ALBAL,33.0,POINT (723216.9797479312 4364270.584030544),0.000739927093779892,0.0004627548044821318,0.0009997146918919815
583,46017407,educacion,CEIP MAESTRO EMILIO LUNA,PÚB.,ALGINET,20.0,POINT (718290.5472698098 4348341.690185707),0.0024656854129096184,0.0008721838831773548,0.00358428082406017
585,46017420,educacion,CEIP AUSIÀS MARCH,PÚB.,MISLATA,37.0,POINT (722287.058919898 4373072.112228987),0.06845332130228318,0.07592670399358692,0.0032556569739554146
586,46017432,educacion,CEIP LA PINAETA,PÚB.,PUERTO SAGUNTO (EL),16.0,POINT (736935.3811559726 4394791.020355697),0.005211791527450669,0.0020532413076377173,0.004769060324081285
587,46017444,educacion,CEIP ANTONIO MACHADO,PÚB.,TORRENT,9.0,POINT (717038.7115565839 4367788.471051191),0.0014835131744472888,0.0031896633677974576,0.0004899367509024075
588,46017456,educacion,CEIP EL MOLÍ,PÚB.,TORRENT,35.0,POINT (718764.7675712187 4368557.691992296),0.011316965164520638,0.23333844888299085,0.006972213580073616
589,46017468,educacion,CEIP PABLO NERUDA,PÚB.,VALÈNCIA,55.0,POINT (725851.4693646542 4370114.950235931),0.0022483594888871097,0.0017586230274114626,0.0028844633613511633
590,46017471,educacion,CEIP PROFESSOR RAMIRO JOVER,PÚB.,VALÈNCIA,8.0,POINT (724255.3664704371 4369217.078767557),0.021192231903700006,0.004931054615886047,0.0006286479844506874
591,46017481,educacion,CEIP LA COMA,PÚB.,PATERNA,21.0,POINT (720692.0293626239 4378076.206729884),0.034368559780188,0.001579172967296839,0.037234623107981375
592,46017559,educacion,CEIP MEDITERRÁNEO,PÚB.,PUERTO SAGUNTO (EL),43.0,POINT (738305.433915997 4393956.534321564),0.0012354870881568375,0.0008773865139576902,0.00032065350453648096
594,46017596,educacion,CEIP ELISEO VIDAL,PÚB.,VALÈNCIA,40.0,POINT (723851.7918191921 4370795.847786427),0.003321818795078427,0.0017766120843758788,0.004345545169917417
595,46017602,educacion,CEIP EXPLORADOR ANDRÉS,PÚB.,VALÈNCIA,18.0,POINT (728447.0833327909 4372319.438532626),0.00011816257585728412,0.0015060437311700146,0.0014032016455361187
596,46017641,educacion,CEIP VICENTE PLA PAREDES,PÚB.,SEDAVÍ,9.0,POINT (725471.4924072004 4367423.147643458),0.0046919093929287834,0.0018417298115343099,0.7500156423599202
599,46017729,educacion,CEIP COMUNITAT VALENCIANA,PÚB.,VALÈNCIA,17.0,POINT (724083.3572475446 4373776.333626117),0.008507861284261765,0.003191671247301698,0.00042771433247873627
601,46017833,educacion,CENTRE PRIVAT EL PRAT,PRIV. CONC.,LLÍRIA,21.0,POINT (707340.6929634886 4390856.950213056),0.00322091415847785,0.0017386536351015698,0.07118753419714302
603,46017869,educacion,CEIP VICENT RICART BONILLO,PÚB.,BENETÚSSER,20.0,POINT (724350.198192355 4366592.435566918),0.0019955322787062178,0.004343160457938306,0.0022055940349601844
606,46018114,educacion,CEIP PROFESOR SANCHIS GUARNER,PÚB.,VALÈNCIA,20.0,POINT (725458.4859518649 4374700.245041488),0.0009854761500831806,0.001586264997920528,0.0002405328769588104
607,46018126,educacion,CEIP MAX AUB,PÚB.,VALÈNCIA,9.0,POINT (726167.0337820088 4374224.749316372),0.000648993329826151,0.0035922777246292833,0.0002086268381653764
608,46018141,educacion,CEIP CIUDAD DE BOLONIA,PÚB.,VALÈNCIA,24.0,POINT (723505.7135428867 4371227.572260343),0.0005537559127989195,0.001815448559632163,0.0013837845844374911
609,46018151,educacion,CENTRE PRIVAT HELIOS,PRIV.,ELIANA (L'),35.0,POINT (714153.3104056201 4381775.967429583),0.0029615496628737437,0.002656497671694031,0.0023324440932633653
610,46018175,educacion,CENTRE PRIVAT EL DRAC,PRIV. CONC.,MONTE VEDAT,22.0,POINT (715141.5262778162 4366365.730587057),0.017266392213656584,0.0007390241633502254,0.049550049510353425
611,46018266,educacion,CEIP EL GARBÍ,PÚB.,ELIANA (L'),31.0,POINT (712513.2596660717 4382873.408425154),0.002501158756221362,0.0028763662038941208,0.3229216751690997
612,46018278,educacion,CEIP L'ALMASSIL,PÚB.,MISLATA,37.0,POINT (721554.2884414142 4372669.95905251),0.0024911909055728423,0.034294085862061605,0.002157469404904739
614,46018308,educacion,CEIP GUILLEM D'ENTENÇA,PÚB.,PUIG DE SANTA MARIA [EL],20.0,POINT (731293.5486900632 4386004.804571535),0.00429949205388164,0.00291761564876325,0.0030960199586438377
615,46018311,educacion,CEIP PROFESOR TIERNO GALVÁN,PÚB.,PUERTO SAGUNTO (EL),23.0,POINT (737465.2223323564 4394205.898780593),0.013922696136092753,0.0010571547793625548,0.0035681910794166526
616,46018333,educacion,CEIP FEDERICO GARCÍA LORCA,PÚB.,VALÈNCIA,38.0,POINT (727799.0742769777 4373246.256575144),0.001380465906541953,0.004024731613453322,0.003042486235556424
617,46018345,educacion,CEIP LLUÍS GUARNER,PÚB.,VALÈNCIA,34.0,POINT (723697.4085662924 4374858.574128141),0.006525356351002678,0.0008267605822414133,0.001191244805387965
618,46018667,educacion,CENTRE PRIVAT SAN ANTONIO DE PADUA II,PRIV. CONC.,CATARROJA,19.0,POINT (723079.5195698126 4364840.206054565),10.000160960343141,0.0018204020089374134,0.0013541622008328038
621,46018977,educacion,CEIP BERTOMEU LLORENS I ROYO,PÚB.,CATARROJA,20.0,POINT (723814.9183359415 4365086.217683362),0.0012230339178817507,0.0009635381416474394,0.0011105089972302867
622,46019121,educacion,CENTRE PRIVAT PLEYADE,PRIV. CONC.,MONTE VEDAT,25.0,POINT (715464.1541755225 4366454.105392825),0.0030600190341425544,0.049550049510353425,0.00845757266944635
623,46019787,educacion,CEIP EL PONTET,PÚB.,ALMUSSAFES,19.0,POINT (722894.6670247413 4352040.641618219),0.12707279849710668,0.10884535081321402,0.0010705583455641282
624,46019799,educacion,CEIP REI EN JAUME,PÚB.,FOIOS,18.0,POINT (727639.9516385514 4379764.129142302),0.001963645364819369,0.006193878305308401,0.012080712019049535
625,46019805,educacion,CEIP EL PATI,PÚB.,SILLA,25.0,POINT (722844.1297691019 4359761.992922145),0.001586746621190094,0.10588437333521143,0.0008603571550385851
626,46019817,educacion,CEIP L'AMISTAT,PÚB.,VALÈNCIA,8.0,POINT (727935.1425361792 4372548.667827638),0.0005905570324290242,0.0008253472763479264,0.0002729018750581189
627,46019866,educacion,CEIP MESTALLA,PÚB.,VALÈNCIA,42.0,POINT (727381.8497677941 4372477.637387898),0.0009965284472172032,0.0006128682148708647,0.0008087952338885094
628,46019891,educacion,CENTRE PRIVAT MADRE PETRA,PRIV. CONC.,MONTE VEDAT,15.0,POINT (715932.74267617 4366086.658175362),0.22619144052623258,0.01815877842925032,0.0032594885069099893
629,46020340,educacion,CEIP MIQUEL ADLERT I NOGUEROL,PÚB.,VALÈNCIA,7.0,POINT (728245.4455792179 4372046.635008088),0.00033602460318027513,0.0004215003660569539,0.00015356455911580262
630,46020534,educacion,CEIP ANTONIO FERRANDIS,PÚB.,PATERNA,8.0,POINT (720652.2030043631 4378211.603401253),0.42859136839686546,0.008599592375833348,0.008772096370857876
631,46020731,educacion,CENTRE PRIVAT GENÇANA,PRIV. CONC.,GODELLA,26.0,POINT (721049.9605544687 4378761.654656412),0.004493526708867317,0.0012563673877821332,0.029954238699306
632,46021757,educacion,CENTRE PRIVAT MAS CAMARENA,PRIV.,BÉTERA,115.0,POINT (718340.9645349085 4381084.5757665485),0.01923093986155042,0.0013466883886963273,0.03299933931268806
633,46022300,educacion,CEIP LA MURTA,PÚB.,CHIVA,25.0,POINT (696953.108897525 4371318.299269127),0.007667150781009648,0.007246433409044705,0.018983062148845316
634,46022464,educacion,CENTRE PRIVAT PALMA,PRIV. CONC.,CAÑADA (LA),26.0,POINT (717119.4995861677 4378984.884101531),0.023490088900316487,0.08518585806234126,0.01987809306811323
635,46022993,educacion,CEIP CASTELLAR-OLIVERAL,PÚB.,CASTELLAR-OLIVERAL,27.0,POINT (726638.1831720313 4367768.316960471),0.0019273945171758005,0.006651090015494529,0.003448320026315163
637,46023158,educacion,CEIP SERRERÍA,PÚB.,VALÈNCIA,18.0,POINT (729243.5079115039 4372077.765430146),0.02083352965108191,0.01041674090222343,0.00022960744698725344
638,46023161,educacion,CEIP LA FONT,PÚB.,CAÑADA (LA),14.0,POINT (717264.6345715537 4378215.889228367),0.06250039742854793,0.0007242559833359354,0.008599592375833348
639,46023328,educacion,CENTRE PRIVAT FUNDACIÓN SAN VICENTE FERRER,PRIV. CONC.,SAN ANTONIO DE BENAGÉBER,19.0,POINT (714260.4593646505 4382299.493934339),0.0013572013792751973,0.003518009037917995,0.008355441812705889
640,46023882,educacion,CEP AIORA,PÚB.,VALÈNCIA,39.0,POINT (728921.0798823663 4371973.686730288),0.0024573441465280733,0.009746693804436102,0.0005708938036187421
641,46023900,educacion,CEIP MARE NOSTRUM,PÚB.,VALÈNCIA,41.0,POINT (729044.7469527726 4372541.397322308),0.01848276454513019,0.0006760137436794805,0.002532475076895877
642,46024072,educacion,CEIP SANT ISIDRE,PÚB.,VALÈNCIA,21.0,POINT (723452.5729040154 4370089.5464973645),0.0016701634778404468,0.0009715151813865305,0.0011330179681029917
643,46024084,educacion,CEIP HUMANISTA MARINER,PÚB.,VALÈNCIA,22.0,POINT (724168.4612475785 4371024.96723315),0.0018277545951918708,0.0025778934406605037,0.0010554756041995235
644,46024096,educacion,CEIP CAMP DE TURIA,PÚB.,BÉTERA,42.0,POINT (718067.1545314151 4385014.138455229),0.0017588200289654057,0.001016787898605172,0.0022551821073043985
645,46024370,educacion,CENTRE PRIVAT OLLER 2,PRIV. CONC.,VALÈNCIA,24.0,POINT (724440.6795110959 4370439.0410861205),0.0022579945465042496,0.0022612994480604894,0.0008182288753820891
646,46024503,educacion,CEIP MONTE ALEGRE,PÚB.,ELIANA (L'),20.0,POINT (711220.3525681358 4382312.280631721),0.05092671625060682,0.04713886128229315,0.007418478082860744
647,46024515,educacion,CEIP CAMP DE TÚRIA,PÚB.,RIBA-ROJA DE TÚRIA,4.0,POINT (708606.9171055327 4380601.67815976),0.006346094756316688,0.0035161964204567446,0.0006934915895334457
648,46024710,educacion,CEIP MAS DE TOUS,PÚB.,POBLA DE VALLBONA (LA),43.0,POINT (711378.9249637652 4384665.951073474),0.002116444786904793,0.0046177526450836325,0.7166811660605021
649,46024837,educacion,CENTRE PRIVAT CAMARENA VALTERNA,PRIV.,PATERNA,30.0,POINT (720753.2150217533 4376628.5253544785),0.005706172770047997,0.0012874308171803499,0.013851221625639962
650,46024886,educacion,CENTRE PRIVAT RIVAS LUNA,PRIV. CONC.,ELIANA (L'),42.0,POINT (711118.6805756349 4382134.653868381),0.007788223727927798,0.029954238699306,0.011413177655675285
651,46025519,educacion,CEIP L'OLIVERA,PÚB.,ELIANA (L'),21.0,POINT (712290.7787203479 4382225.325412308),0.04248410239422656,0.0013862825891042185,0.004745873499733069
652,46026354,educacion,CEIP LA PATACONA,PÚB.,ALBORAIA,39.0,POINT (729553.0409002297 4374127.40994277),0.0017354929156043221,0.022377788159930082,0.013185049972223131
653,46026421,educacion,CEIP TOMÁS DE MONTAÑANA,PÚB.,VALÈNCIA,38.0,POINT (727850.7392353117 4371363.314297483),0.006038723065109217,0.003252430992231309,0.0063165938491798355
655,46027061,educacion,CEIP LLOMA DEL MAS,PÚB.,BÉTERA,32.0,POINT (717021.9186693013 4384583.74406785),0.0011923177183209212,4.4,0.10884535081321402
656,46027930,educacion,CEIP CIUTAT DE CREMONA,PÚB.,ALAQUÀS,19.0,POINT (718153.8824362808 4370078.953267098),0.0024000291905958973,0.03571454615007236,0.02261932735054672
657,46027942,educacion,CEIP LA BALAGUERA,PÚB.,ALBAL,33.0,POINT (722996.815326589 4363587.041342363),0.06361037344970018,0.011192334594895678,0.015759603327093925
658,46028417,educacion,CEIP LES PALMERES,PÚB.,CANET D'EN BERENGUER,22.0,POINT (738364.1774468799 4395685.745484727),0.009582182680891387,0.0008532505865597238,0.008023632948065872
660,46028430,educacion,CEIP ALEJANDRA SOLER,PÚB.,VALÈNCIA,50.0,POINT (725884.0703857068 4371319.299257346),0.00356482149245816,0.0015443681671607281,0.0005864720557690119
661,46028545,educacion,CEIP LLOMA LLARGA,PÚB.,LLOMA LLARGA,39.0,POINT (720763.6010668715 4376596.271550329),0.004027603587486195,0.0034157677580246367,0.018796240073191937
662,46028636,educacion,CEIP MARÍA YOCASTA RUÍZ AGUILERA,PÚB.,PUERTO SAGUNTO (EL),47.0,POINT (738557.5185717307 4394772.706983427),0,0.0013054999954961166,0.016235205646380216
664,46029011,educacion,CEIP EL CAMPÉS,PÚB.,POBLA DE VALLBONA (LA),46.0,POINT (710606.7774615609 4384972.760004916),0.0004736421464155168,0.001001789577791949,0.01799736413435089
665,46029264,educacion,CEIP VIL·LA ROMANA,PÚB.,CATARROJA,9.0,POINT (723258.2703563077 4365223.835921721),0.0024636410998416045,0.0004924743340692269,0.00035264180232539964
666,46029689,educacion,CEIP LES TERRETES,PÚB.,TORRENT,72.0,POINT (716800.0712839427 4367428.3206631085),0.0009210380474526622,0.0066091409447651545,0.012131576289981032
667,46030001,educacion,CEIP ROSA SERRANO,PÚB.,PAIPORTA,11.0,POINT (722396.8824585375 4367639.259639035),0.0023550973828853935,0.05208416183753209,0.0002709260519815528
668,46030205,educacion,CEIP LA PEA,PÚB.,VILAMARXANT,22.0,POINT (703673.8359111418 4382979.859457457),0.006165303820526067,1.5000155211550588,0.00496843537217142
669,46030564,educacion,CEIP ELS GERMANELLS,PÚB.,RAFELBUNYOL,38.0,POINT (728405.6848553731 4385752.438213358),0.05673858506536003,0.20000072511469835,0.0030123305175861477
670,46031349,educacion,CEIP L'ALBEREDA,PÚB.,VALÈNCIA,6.0,POINT (728670.1585245875 4370715.295212821),0.03166695697976595,0.0002845193343160161,0.0937508099380002
671,46031477,educacion,CEIP EL RAJOLAR,PÚB.,ALDAIA,21.0,POINT (718761.1431006982 4371838.947311657),0.004172208006269099,0.010384382073050024,0.0007069695331543169
672,46031787,educacion,CENTRE PRIVAT LARRODÉ,PRIV. CONC.,CATARROJA,46.0,POINT (723509.5818203023 4365511.020169698),0.0012146151840321871,0.0016161851007157311,0.013990451465614995
677,46033516,educacion,CEIP LA SABINA,PÚB.,SAN ANTONIO DE BENAGÉBER,36.0,POINT (713449.5830474664 4383499.326119196),0.010000133124281713,0.0011859970494764028,0.018127737244546124
679,46034399,educacion,CENTRE PRIVAT CUMBRES SCHOOL,PRIV.,MONCADA,39.0,POINT (723174.2026574851 4380981.38091066),0.0001324482866282909,0.00043327915694675226,0.04779497328218781
682,46036463,educacion,CENTRE PRIVAT HOME SCHOOL INTERNACIONAL,PRIV.,SAN ANTONIO DE BENAGÉBER,50.0,POINT (714109.7027033747 4383615.141236444),0.000839642764295468,0.0006575171335304499,0.46729644097300294
683,46036827,educacion,CEIP SAN ANTONIO ABAD,PÚB.,FORTALENY,8.0,POINT (732014.8212881598 4340699.6838014405),0.07777892126713797,0.07118753419714302,0.00222223804651824
687,46037200,educacion,CEIP TIRANT LO BLANC,PÚB.,ALBALAT DELS TARONGERS,5.0,POINT (728637.1885262189 4398500.57931462),0.00761678791028174,0.0032072279854301325,0.03571454615007236
688,46037212,educacion,CEIP SERRA CALDERONA,PÚB.,GILET,5.0,POINT (729450.2099903206 4395473.296835214),0.003612096955499718,0.004356841580471793,0.007246433409044705
689,46037224,educacion,CEIP DOMÍNGUEZ ROCA,PÚB.,PETRÉS,12.0,POINT (730501.23806197 4396429.466288606),0.002430469317034152,3.1250655584044518,0.013636525354391702
